Movie Name,Director,Year,Jump Count,Jump Scare Rating,Netflix (US),URL,IMDB,Summary,Rating,SRT Link
Boys in the Trees,Nicholas Verso,2016,3,1.0,No,https://wheresthejump.com/jump-scares-in-boys-in-the-trees-2016/,tt3445580,"Jump Scares: 3 (1 major, 2 minor)","Very few minor jump scares and not many moments that could be considered scary. Contains some horror elements, but is more of a coming of age fantasy taking place during Halloween than anything.",https://wheresthejump.com/subtitles/Boys-in-the-Trees-2016.srt
Brahms: The Boy II,William Brent Bell,2020,11,3.0,No,https://wheresthejump.com/jump-scares-in-brahms-the-boy-ii-2020/,tt9173418,"Jump Scares: 11 (2 major, 9 minor)","About the same level as its predecessor. The jump scares are extremely predictable and the loud sound used in each scare is scarier than anything that happens. The only exception is a scare after 20 minutes, which really comes out of nowhere.",https://wheresthejump.com/subtitles/Brahms-The-Boy-II-2020.srt
Brain Damage,Frank Henenlotter,1988,0,0.0,No,https://wheresthejump.com/jump-scares-in-brain-damage-1988/,tt0094793,Jump Scares: 0,No jump scares,
Bram Stoker’s Dracula,Francis Ford Coppola,1992,2,0.5,No,https://wheresthejump.com/jump-scares-in-bram-stokers-dracula-1992/,tt0103874,Jump Scares: 2 (2 minor),Nothing much that could be considered a proper “jump”. Most of what comes close to a jump scare lacks any build up and the loud noises often presented with the jump don’t occur at the same time which lessens their impact somewhat.,https://wheresthejump.com/subtitles/Bram-Stoker8217s-Dracula-1992.srt
Bride of Chucky,Ronny Yu,1998,11,2.0,No,https://wheresthejump.com/jump-scares-in-bride-of-chucky-1998/,tt0144120,Jump Scares: 11 (11 minor),A moderate number of jump scares spread throughout the film however the comedic tone to the movie lessens their impact substantially.,https://wheresthejump.com/subtitles/Bride-of-Chucky-1998.srt
Bride of Re-Animator,Brian Yuzna,1990,1,0.0,No,https://wheresthejump.com/jump-scares-in-bride-of-re-animator-1990/,tt0099180,Jump Scares: 1 (1 minor),"One very minor jump scare, though plenty of disturbing images.",https://wheresthejump.com/subtitles/Bride-of-Re-Animator-1990.srt
Brightburn,David Yarovesky,2019,20,3.5,No,https://wheresthejump.com/jump-scares-in-brightburn-2019/,tt7752126,"Jump Scares: 20 (2 major, 18 minor)",Brightburn contains many jump scares although they are quite minor with most involving sudden and quick movement from the title character.,https://wheresthejump.com/subtitles/Brightburn-2019.srt
Bubba Ho-Tep,Don Cascarelli,2002,9,0.5,No,https://wheresthejump.com/jump-scares-in-bubba-ho-tep-2002/,tt0281686,Jump Scares: 9 (9 minor),"Very few and highly telegraphed jump scares, undercut by the comedic tone of the movie.",Bubba Ho-Tep.srt
"Butcher, Baker, Nightmare Maker / Night Warning",William Asher,1981,7,2.0,No,https://wheresthejump.com/jump-scares-in-butcher-baker-nightmare-maker-night-warning-1981/,tt0082813,"Jump Scares: 7 (1 major, 6 minor)","A few jump scares scattered throughout, but saves most of the horror for its last third.",https://wheresthejump.com/subtitles/Butcher-Baker-Nightmare-Maker--Night-Warning-1981.srt
Butterfly Kisses,Erik Kristopher Myers,2018,2,1.0,No,https://wheresthejump.com/jump-scares-in-butterfly-kisses-2018/,tt5792468,"Jump Scares: 2 (1 major, 1 minor)",Contains two jump scares in the black and white 2004 footage sections in the latter half of the film.,https://wheresthejump.com/subtitles/Butterfly-Kisses-2018.srt
C.H.U.D.,Douglas Cheek,1984,1,0.5,No,https://wheresthejump.com/jump-scares-in-chud-1984/,tt0087015,Jump Scares: 1 (1 minor),A few attempts at jump scares but they are so slow and telegraphed that they are hardly worth mentioning.,https://wheresthejump.com/subtitles/CHUD-1984.srt
Cabin Fever,Travis Zariwny,2016,14,3.5,No,https://wheresthejump.com/jump-scares-in-cabin-fever-2016/,tt3832096,"Jump Scares: 14 (3 major, 11 minor)",A steady stream of minor jump scares and a few good major ones also.,https://wheresthejump.com/subtitles/Cabin-Fever-2016.srt
Cabin Fever,Eli Roth,2002,10,2.5,No,https://wheresthejump.com/jump-scares-in-cabin-fever-2002/,tt0303816,"Jump Scares: 10 (1 major, 9 minor)",Low budget horror comedy with a handful of jump scares although none are overly startling. Some gruesome scenes in the second half of the movie.,https://wheresthejump.com/subtitles/Cabin-Fever-2002.srt
Calvaire (The Ordeal),Fabrice Du Welz,2004,2,0.5,No,https://wheresthejump.com/jump-scares-in-calvaire-the-ordeal-2004/,tt0407621,Jump Scares: 2 (2 minor),"A French extremity flick with two minor jump scares early on into the movie, but is more of a disturbing thriller overall.",https://wheresthejump.com/subtitles/Calvaire-The-Ordeal-2004.srt
Cam,Daniel Goldhaber,2018,1,0.5,Yes,https://wheresthejump.com/jump-scares-in-cam-2018/,tt8361028,Jump Scares: 1 (1 minor),Cam avoids jump scares and falls closer to a psychological thriller than horror movie.,https://wheresthejump.com/subtitles/Cam-2018.srt
Camp Twilight,Brandon Amelotte,2020,3,1.0,No,https://wheresthejump.com/jump-scares-in-camp-twilight-2020/,tt7230370,Jump Scares: 3 (3 minor),The movie fails to build tension for the few minor jump scares in this movie making them not really effective.,https://wheresthejump.com/subtitles/Camp-Twilight-2020.srt
Candyman,Nia DaCosta,2021,3,0.5,No,https://wheresthejump.com/jump-scares-in-candyman-2021/,tt9347730,Jump Scares: 3 (3 minor),Only 3 very minor jump scares in Candyman. The movie focuses more on suspense and a bit of gore.,https://wheresthejump.com/subtitles/Candyman-2021.srt
Candyman,Bernard Rose,1992,16,4.0,No,https://wheresthejump.com/jump-scares-in-candyman-1992/,tt0103919,"Jump Scares: 16 (3 major, 13 minor)","A substantial number of jump scares throughout, the most effective of which occur at the 5 minute, 58 minute, and 94 minute marks.",https://wheresthejump.com/subtitles/Candyman-1992.srt
Cannibal Holocaust,Ruggero Deodato,1980,0,0.0,No,https://wheresthejump.com/jump-scares-in-cannibal-holocaust-1980/,tt0078935,Jump Scares: 0,"An infamously controversial film that some consider to be among the most disturbing of all time. There are a plethora of graphic scenes, including real animals killed on screen, however, other than that, it is not particularly scary nor does it contain any jump scares.",
Cape Fear,Martin Scorsese,1991,4,1.5,No,https://wheresthejump.com/jump-scares-in-cape-fear-1991/,tt0101540,Jump Scares: 4 (4 minor),Some minor scares in the second half of the film.,https://wheresthejump.com/subtitles/Cape-Fear-1991.srt
Cargo,"Ben Howling, Yolanda Ramke",2017,2,0.5,Yes,https://wheresthejump.com/jump-scares-in-cargo-2017/,tt3860916,Jump Scares: 2 (2 minor),Cargo is primarily a character-based movie that falls much closer to drama than horror. The zombies take a back seat for the most part and while there are some tense moments jump scares are largely avoided.,https://wheresthejump.com/subtitles/Cargo-2017.srt
Carnival of Souls,Herk Harvey,1962,1,0.5,No,https://wheresthejump.com/jump-scares-in-carnival-of-souls-1962/,tt0055830,Jump Scares: 1 (1 minor),"The horror is dreamlike and surreal, driven by its great atmosphere that, similarly to other movies of its time, does not rely on jump scares.",https://wheresthejump.com/subtitles/Carnival-of-Souls-1962.srt
Carrie,Brian De Palma,1976,1,0.5,No,https://wheresthejump.com/jump-scares-in-carrie-1976/,tt0074285,Jump Scares: 1 (1 major),The only jump scare occurs during the final scene of the movie.,https://wheresthejump.com/subtitles/Carrie-1976.srt
Carrie,Kimberly Peirce,2013,4,1.0,No,https://wheresthejump.com/jump-scares-in-carrie-2013/,tt1939659,"Jump Scares: 4 (1 major, 3 minor)",The alternate ending that appears on the Blu-ray edition contains the only significant jump scare.,https://wheresthejump.com/subtitles/Carrie-2013.srt
Case 39,Christian Alvart,2009,10,2.0,No,https://wheresthejump.com/jump-scares-in-case-39-2009/,tt0795351,"Jump Scares: 10 (1 major, 9 minor)",Several jump scares however most are mild. There is one major scare at the 78 minute mark when Emily is in a closet.,https://wheresthejump.com/subtitles/Case-39-2009.srt
Cat People,Jacques Tourneur,1942,2,1.0,No,https://wheresthejump.com/jump-scares-in-cat-people-1942/,tt0034587,"Jump Scares: 2 (1 major, 1 minor)","Cat People is notable for containing the first recorded jump scare in film, the so-called “Lewton Bus” scene.",https://wheresthejump.com/subtitles/Cat-People-1942.srt
Caveat,Damian McCarthy,2021,9,2.5,No,https://wheresthejump.com/jump-scares-in-caveat-2021/,tt7917178,"Jump Scares: 9 (1 major, 8 minor)","Despite mostly being a quiet slow-burn, there are a few jump scares throughout to watch out for.",https://wheresthejump.com/subtitles/Caveat-2021.srt
